year,engine_volume,mileage,horsepower,price
2004,2.6,139979.0,226.0,43452.17
2020,3.4,151508.0,295.0,56983.62
1996,2.5,195074.0,217.0,35027.87
2013,2.8,92431.0,243.0,45658.82
2003,2.4,74710.0,208.0,39717.18
2001,2.6,159136.0,226.0,42721.06
1998,2.6,25832.0,226.0,41002.53
2020,2.0,152701.0,174.0,34735.21
2015,2.2,143847.0,191.0,36697.08
2012,2.3,2725.0,200.0,40486.34
2007,2.7,88183.0,235.0,43493.36
2005,2.5,198799.0,217.0,35752.63
2023,3.4,47141.0,295.0,57973.61
2018,3.2,130630.0,278.0,53123.14
1998,2.3,69755.0,200.0,35381.67
2019,3.6,84553.0,313.0,60145.52
2015,4.0,215816.0,347.0,64955.16
2023,0.9,126172.0,78.0,21010.39
2019,3.2,145848.0,278.0,54562.09
1998,1.9,114377.0,165.0,29568.52
2004,3.1,44243.0,269.0,49829.97
1999,3.5,60754.0,304.0,54186.53
2003,1.8,178922.0,156.0,24612.61
2018,1.0,127645.0,87.0,21503.77
1997,3.2,81486.0,278.0,47453.41
2011,2.6,118897.0,226.0,41085.6
1997,1.2,153080.0,104.0,18796.5
2010,4.5,142724.0,391.0,67342.43
1998,3.0,81511.0,261.0,48907.55
2012,3.0,41235.0,261.0,53977.32
2011,3.6,99648.0,313.0,57461.96
2001,2.0,175452.0,174.0,32491.91
2018,2.6,162719.0,226.0,41569.84
2017,1.4,140520.0,122.0,27601.35
1999,2.0,111456.0,174.0,29988.64
2006,2.8,94163.0,243.0,40833.66
2011,1.2,112384.0,104.0,20169.33
2017,2.0,159089.0,174.0,33790.18
2007,1.8,170510.0,156.0,29305.67
2017,2.6,106911.0,226.0,43516.89
2019,3.0,246812.0,261.0,47003.73
1997,3.1,124620.0,269.0,46550.99
2003,3.3,102652.0,287.0,51905.96
2011,3.6,193783.0,313.0,55320.16
2011,3.0,18085.0,261.0,50382.68
2014,4.0,144002.0,347.0,65452.9
2010,2.6,116360.0,226.0,41512.93
2019,2.4,192409.0,208.0,37409.91
2016,3.0,150246.0,261.0,48326.11
2007,2.3,126955.0,200.0,37553.05
2021,4.0,153132.0,347.0,65142.66
2013,3.4,67221.0,295.0,55228.63
2011,3.1,168341.0,269.0,46043.42
1998,2.6,52771.0,226.0,39865.13
2006,2.2,137925.0,191.0,34785.23
2023,3.1,121781.0,269.0,51326.72
2003,1.6,31847.0,139.0,26758.52
2013,3.7,123447.0,321.0,57111.17
2006,2.4,134099.0,208.0,37119.51
2003,2.7,87256.0,235.0,45773.75
2001,1.8,69379.0,156.0,28872.5
2022,3.1,144609.0,269.0,49295.65
2008,2.1,138116.0,182.0,34036.79
2014,3.0,131341.0,261.0,51621.09
2013,3.1,120442.0,269.0,47607.56
2020,2.0,91672.0,174.0,34669.05
2009,1.6,233609.0,139.0,24303.73
2010,3.7,105083.0,321.0,58693.48
2015,2.3,76744.0,200.0,42563.42
1999,2.7,122721.0,235.0,39856.22
1997,2.9,110953.0,252.0,44518.77
2006,1.5,103924.0,130.0,27703.5
2019,2.9,213714.0,252.0,45109.68
2014,2.6,63513.0,226.0,46174.15
2021,2.0,121872.0,174.0,35487.44
2015,1.6,66866.0,139.0,25412.75
1998,3.0,92949.0,261.0,46130.19
2015,3.4,206806.0,295.0,54470.07
2017,2.6,134072.0,226.0,40679.27
2010,1.4,133469.0,122.0,22785.29
2019,1.7,73026.0,148.0,31189.97
2001,2.2,98769.0,191.0,35448.86
2007,3.8,211156.0,330.0,53711.77
2015,2.3,144968.0,200.0,38613.15
2004,2.1,103014.0,182.0,28391.14
2020,1.2,142030.0,104.0,24133.65
2001,2.0,133383.0,174.0,30245.6
2008,1.5,78028.0,130.0,24886.38
2020,1.7,101560.0,148.0,34864.23
1999,2.6,232727.0,226.0,30613.25
1997,2.2,139600.0,191.0,31550.34
2017,3.9,41548.0,339.0,68084.67
2023,3.4,145511.0,295.0,57493.39
2005,2.0,185154.0,174.0,32606.0
2005,1.8,74781.0,156.0,28690.04
2012,3.6,97158.0,313.0,57935.68
2009,3.8,192689.0,330.0,60348.05
2006,0.8,121746.0,69.0,15431.49
2003,2.6,112856.0,226.0,44917.81
2004,2.3,53197.0,200.0,37647.76
2020,3.0,173528.0,261.0,50121.12
2006,4.1,110577.0,356.0,62654.68
2011,2.1,11451.0,182.0,37099.6
2023,0.9,41368.0,78.0,24500.2
2000,3.0,91921.0,261.0,45803.15
2001,3.6,66358.0,313.0,54141.6
2008,2.3,74202.0,200.0,37353.86
2007,1.9,237233.0,165.0,27413.87
2002,2.2,155376.0,191.0,31198.94
2004,3.2,0.0,278.0,51384.08
2003,2.1,104284.0,182.0,30738.52
2012,2.8,115525.0,243.0,44855.97
2021,2.5,46153.0,217.0,48004.34
2020,2.4,146719.0,208.0,41351.72
1996,3.1,17931.0,269.0,52814.94
1999,2.1,174847.0,182.0,28209.23
2023,2.2,192076.0,191.0,39018.17
1999,3.1,237629.0,269.0,43628.83
2000,1.7,41284.0,148.0,28847.09
2013,1.8,51455.0,156.0,31374.45
2002,1.5,154634.0,130.0,21415.97
2010,3.2,179134.0,278.0,50342.04
2007,2.4,160448.0,208.0,35995.16
1995,1.4,173986.0,122.0,14612.0
2016,3.2,188841.0,278.0,53700.66
2014,2.1,130113.0,182.0,37155.0
2011,1.8,109373.0,156.0,29673.93
2001,2.3,51591.0,200.0,37019.75
2019,3.7,105095.0,321.0,63581.07
2007,2.2,112756.0,191.0,37960.3
1998,3.0,72516.0,261.0,45907.52
1998,3.1,118089.0,269.0,44765.01
2000,2.9,66881.0,252.0,47821.37
2022,3.5,175667.0,304.0,57905.47
2013,1.9,141291.0,165.0,31549.09
2023,1.7,97020.0,148.0,33549.95
2006,1.6,129442.0,139.0,27855.39
2016,2.4,64746.0,208.0,42069.73
2001,1.7,69815.0,148.0,29089.94
2021,2.6,88307.0,226.0,45728.84
2004,2.6,110404.0,226.0,41700.0
2020,3.3,127060.0,287.0,53510.56
2013,2.7,127258.0,235.0,46440.91
2001,2.2,54061.0,191.0,33617.99
1997,2.8,115964.0,243.0,42108.55
2007,1.7,79097.0,148.0,25707.88
2007,2.5,0.0,217.0,42699.63
2012,2.8,273779.0,243.0,42037.92
2022,2.6,80067.0,226.0,45293.61
2020,2.8,82842.0,243.0,48715.87
2014,2.0,52678.0,174.0,36479.57
2022,3.4,67125.0,295.0,60063.14
2002,4.0,110566.0,347.0,61028.04
2023,1.2,187591.0,104.0,25776.55
2003,1.5,110283.0,130.0,25901.51
2001,2.5,103822.0,217.0,38138.66
1995,2.3,180014.0,200.0,28844.41
1997,4.0,93780.0,347.0,58782.07
2007,2.7,121057.0,235.0,38201.72
2022,3.6,73921.0,313.0,61496.88
2019,0.9,204257.0,78.0,19789.76
2022,3.2,172426.0,278.0,54880.77
2011,1.9,112351.0,165.0,32149.22
2019,1.9,100028.0,165.0,33241.82
2018,2.3,118408.0,200.0,40222.2
1995,1.4,113081.0,122.0,23976.02
2000,2.9,42659.0,252.0,48486.51
2015,2.7,174133.0,235.0,43404.59
2000,2.7,108643.0,235.0,37912.95
2020,3.2,214917.0,278.0,56030.35
2006,3.7,141091.0,321.0,55290.91
2007,2.2,0.0,191.0,39210.15
2007,2.9,55919.0,252.0,44155.21
2023,2.7,12697.0,235.0,49579.73
2009,2.8,55298.0,243.0,43212.93
2015,2.8,38320.0,243.0,46248.1
2010,3.8,132628.0,330.0,57865.18
2016,2.1,104196.0,182.0,37594.36
2015,1.3,157027.0,113.0,22849.64
2005,1.9,118095.0,165.0,35460.09
2022,3.1,107985.0,269.0,55661.23
1999,2.5,220160.0,217.0,36941.31
1998,2.1,131141.0,182.0,31559.91
1997,1.6,115974.0,139.0,23741.82
2013,2.7,77328.0,235.0,47954.29
2014,3.0,61204.0,261.0,46025.3
2019,2.7,158525.0,235.0,44059.16
2012,2.3,155535.0,200.0,34508.92
2009,2.6,198579.0,226.0,35962.61
2003,2.6,143946.0,226.0,37788.33
2011,2.7,100345.0,235.0,42093.08
2008,1.6,145551.0,139.0,28123.14
2009,2.7,115985.0,235.0,43572.7
1995,2.1,163269.0,182.0,24812.56
2015,3.3,186717.0,287.0,53012.05
2016,2.6,111572.0,226.0,42027.69
2016,3.2,207865.0,278.0,50718.75
1997,2.3,179417.0,200.0,32907.75
2010,2.3,120884.0,200.0,36013.42
2017,3.7,153537.0,321.0,60165.62
2019,2.8,135275.0,243.0,48101.2
2005,1.9,121100.0,165.0,29630.33
2006,3.2,215657.0,278.0,45956.02
2004,2.1,145880.0,182.0,31982.64
2010,2.7,77952.0,235.0,44381.27
2002,4.0,68602.0,347.0,62531.95
2000,1.4,70645.0,122.0,21769.21
2006,2.4,144475.0,208.0,34728.18
2018,2.8,102924.0,243.0,47484.8
2022,3.1,136665.0,269.0,53314.92
2015,1.5,166820.0,130.0,26112.12
2002,1.3,221436.0,113.0,17275.9
2020,3.4,104076.0,295.0,56420.19
2022,1.9,49572.0,165.0,35807.97
1998,1.9,209620.0,165.0,24730.28
2020,3.7,47145.0,321.0,65498.92
2002,2.6,45179.0,226.0,39651.09
2020,2.6,208323.0,226.0,42964.45
2022,2.4,173312.0,208.0,38660.14
2012,1.5,144242.0,130.0,26947.63
2022,3.0,117504.0,261.0,50678.4
2022,2.8,108040.0,243.0,47241.01
1999,2.6,87459.0,226.0,39998.47
2003,2.4,105848.0,208.0,32276.69
1998,2.3,117629.0,200.0,31398.52
2021,3.2,51278.0,278.0,56812.93
2016,2.4,78989.0,208.0,43812.99
2011,2.4,14404.0,208.0,42834.21
2003,2.9,123896.0,252.0,44616.37
1995,2.7,123905.0,235.0,43808.04
2015,3.8,208926.0,330.0,60249.88
2014,1.1,138778.0,96.0,18168.61
2007,2.7,92198.0,235.0,45445.93
2022,1.9,109982.0,165.0,34060.59
2010,1.7,144341.0,148.0,26499.16
2023,2.1,131381.0,182.0,35284.58
2007,2.5,148914.0,217.0,38026.08
2008,2.6,138852.0,226.0,38496.76
1997,1.3,107368.0,113.0,20024.24
2023,2.1,93210.0,182.0,38769.95
2000,2.7,90522.0,235.0,38617.48
2012,1.8,73736.0,156.0,31555.77
2013,1.6,65894.0,139.0,31255.69
1999,0.8,211923.0,69.0,12485.1
2009,2.0,126236.0,174.0,28998.54
2019,1.6,112235.0,139.0,28328.46
1996,1.7,95206.0,148.0,22391.13
2004,2.3,141444.0,200.0,35896.69
2018,2.0,180183.0,174.0,31082.93
2012,1.6,156163.0,139.0,28782.34
2021,0.8,166079.0,69.0,19418.15
2007,2.7,90674.0,235.0,45071.75
1999,3.1,119794.0,269.0,44757.63
2017,2.2,91331.0,191.0,37510.1
2018,2.3,125352.0,200.0,38887.04
1995,2.5,183630.0,217.0,36572.92
2016,3.8,141970.0,330.0,57880.09
1995,1.2,201336.0,104.0,15133.06
2012,2.2,105574.0,191.0,35088.28
2009,1.1,79652.0,96.0,19428.01
2011,2.8,145606.0,243.0,46105.63
2005,2.4,125943.0,208.0,34254.36
2015,2.7,136135.0,235.0,44119.62
2020,2.6,128661.0,226.0,44558.2
2019,3.3,95778.0,287.0,55830.44
2016,2.9,129787.0,252.0,47880.77
2021,3.2,168669.0,278.0,54207.97
2021,1.6,173805.0,139.0,28009.58
2011,3.5,95524.0,304.0,57192.44
2007,1.9,131550.0,165.0,30951.81
1995,2.0,193856.0,174.0,27223.88
1996,2.7,96605.0,235.0,41039.79
2003,2.7,87528.0,235.0,42879.97
1997,1.6,159720.0,139.0,21893.74
1995,2.4,150948.0,208.0,31109.1
2015,3.7,78151.0,321.0,63769.54
2010,1.3,50027.0,113.0,27662.29
2017,3.7,130578.0,321.0,59598.13
2000,2.3,99070.0,200.0,35984.01
2022,0.8,35796.0,69.0,19541.07
2011,1.4,85640.0,122.0,23773.56
1999,1.7,150130.0,148.0,24578.5
1999,2.0,112429.0,174.0,35545.11
2000,2.4,198305.0,208.0,37128.88
1997,0.8,15638.0,69.0,16541.9
2015,2.6,186900.0,226.0,42866.84
2017,1.7,102805.0,148.0,29240.81
1999,3.6,95579.0,313.0,56483.94
2015,2.3,42440.0,200.0,35332.29
1999,3.3,143254.0,287.0,49475.13
2004,3.4,28662.0,295.0,56714.15
2004,3.4,160895.0,295.0,51446.06
2013,2.0,44332.0,174.0,39187.15
2011,2.0,52215.0,174.0,32215.42
2015,2.3,60439.0,200.0,43758.66
2008,3.0,84203.0,261.0,48085.26
2003,2.1,167104.0,182.0,34036.17
2008,2.4,195198.0,208.0,38457.88
1995,2.7,89370.0,235.0,42896.93
2013,1.8,117672.0,156.0,32847.3
2007,1.7,144496.0,148.0,28395.55
2007,2.4,103534.0,208.0,41189.58
1998,2.5,142538.0,217.0,36422.62
1995,2.8,119796.0,243.0,41696.84
2011,3.0,107327.0,261.0,48703.2
2002,1.6,49009.0,139.0,25027.36
1996,1.9,127452.0,165.0,28150.63
2022,1.7,167919.0,148.0,31307.29
2002,3.6,81086.0,313.0,58194.19
2001,2.4,21586.0,208.0,38364.5
2020,2.5,104022.0,217.0,42373.41
2020,2.5,195489.0,217.0,44046.08
1996,1.9,180597.0,165.0,25866.87
2016,3.8,90977.0,330.0,60995.32
2016,2.8,142776.0,243.0,48983.68
1997,2.5,150677.0,217.0,37657.43
2021,1.6,194517.0,139.0,32082.54
2012,1.6,42471.0,139.0,28884.08
2006,2.3,66559.0,200.0,36739.42
1995,1.9,19512.0,165.0,27378.8
2016,1.6,86080.0,139.0,28518.96
2006,2.2,173315.0,191.0,32653.34
1999,2.3,92014.0,200.0,36317.31
2021,2.6,54591.0,226.0,45147.8
2019,2.1,131332.0,182.0,35521.02
2011,1.7,132618.0,148.0,31908.19
2010,1.7,69148.0,148.0,23973.11
2009,3.5,94698.0,304.0,56843.32
2017,1.5,127529.0,130.0,24763.94
2009,2.8,157299.0,243.0,42124.37
1999,2.9,87556.0,252.0,46911.82
2015,2.4,80351.0,208.0,41592.16
2008,3.9,215628.0,339.0,63860.16
1996,2.9,106299.0,252.0,43940.3
2005,4.0,132472.0,347.0,59509.25
2013,2.0,152418.0,174.0,34224.95
2001,2.0,30656.0,174.0,34877.44
2000,2.9,119074.0,252.0,44604.45
2022,2.3,37714.0,200.0,42806.61
1996,3.8,113461.0,330.0,52621.75
2000,2.8,188656.0,243.0,39589.59
2012,1.7,70077.0,148.0,33746.49
1996,1.1,36679.0,96.0,15870.32
2012,2.4,214384.0,208.0,36304.12
2009,2.4,62647.0,208.0,42087.49
2021,2.8,45071.0,243.0,51438.95
2013,3.5,200952.0,304.0,51750.82
1996,3.4,60677.0,295.0,51083.96
2014,2.0,202246.0,174.0,34951.53
2019,1.5,133705.0,130.0,27840.08
2000,1.5,184198.0,130.0,23660.73
1995,1.9,129303.0,165.0,29725.04
2018,2.2,173985.0,191.0,35153.64
2009,2.7,74078.0,235.0,43869.04
2022,1.9,89320.0,165.0,37185.28
2017,2.7,14224.0,235.0,45311.55
2004,2.8,168589.0,243.0,41500.6
2013,2.6,140978.0,226.0,43493.85
2011,1.6,69634.0,139.0,27328.06
1999,2.9,32555.0,252.0,46645.23
2023,4.2,134091.0,365.0,68426.93
1998,2.7,203798.0,235.0,36625.47
2004,0.8,113102.0,69.0,14751.4
2018,3.5,87078.0,304.0,61513.39
2011,1.9,73146.0,165.0,31561.43
2004,4.3,182467.0,373.0,61669.73
2011,2.6,81038.0,226.0,43256.96
2022,1.2,101441.0,104.0,25944.48
2014,0.8,172087.0,69.0,13315.95
2018,3.7,151874.0,321.0,63394.73
1999,3.4,103355.0,295.0,50818.14
1996,4.3,85051.0,373.0,62720.3
2000,2.5,193279.0,217.0,39479.88
2015,2.5,64182.0,217.0,45944.81
1996,2.2,109486.0,191.0,30600.47
2007,2.0,44706.0,174.0,36193.14
2005,2.2,179443.0,191.0,31657.95
2005,2.7,96256.0,235.0,44228.18
2010,1.8,85019.0,156.0,34384.5
2005,1.2,153083.0,104.0,16174.82
2013,2.6,48724.0,226.0,43680.76
2009,1.8,151769.0,156.0,27794.37
2019,0.8,101973.0,69.0,18578.31
2017,2.9,59735.0,252.0,51121.91
2017,1.6,70487.0,139.0,30172.59
2010,3.0,85790.0,261.0,45596.5
2005,3.0,97798.0,261.0,44691.64
2016,2.7,60074.0,235.0,45149.49
2010,4.5,134726.0,391.0,71330.86
2002,2.4,58764.0,208.0,35309.8
1998,2.3,1744.0,200.0,35128.12
2002,3.0,215981.0,261.0,40969.71
1998,2.5,129896.0,217.0,37316.96
2018,3.4,220475.0,295.0,56085.77
2019,1.5,67817.0,130.0,29777.25
1997,1.5,143990.0,130.0,24911.6
1997,3.1,164730.0,269.0,44753.1
2021,1.6,110533.0,139.0,30340.31
2023,3.0,47778.0,261.0,52262.1
2012,2.8,106776.0,243.0,46330.48
2023,1.9,151320.0,165.0,32933.94
2020,2.8,149411.0,243.0,45278.27
2013,1.5,119919.0,130.0,24323.89
2013,1.7,164864.0,148.0,27843.32
2015,2.3,162504.0,200.0,36951.81
1999,2.6,93817.0,226.0,44714.75
2012,2.3,43979.0,200.0,40496.18
2022,2.8,129522.0,243.0,48729.74
2004,2.8,82668.0,243.0,43035.95
2023,3.7,127187.0,321.0,68334.45
2016,2.4,187276.0,208.0,37171.81
2015,3.5,141875.0,304.0,55531.16
2000,3.2,184813.0,278.0,48380.99
1995,4.3,69426.0,373.0,64682.58
1999,2.4,174373.0,208.0,31702.99
2003,2.2,203830.0,191.0,31801.74
2006,3.5,123216.0,304.0,55614.23
2020,2.8,236103.0,243.0,46047.41
2008,3.5,77128.0,304.0,57353.64
1996,3.1,88058.0,269.0,50473.68
2011,0.8,152497.0,69.0,14900.51
2008,2.8,122723.0,243.0,45908.73
2020,2.7,82855.0,235.0,42686.74
2007,2.6,150955.0,226.0,44077.94
2021,2.4,137777.0,208.0,41913.18
2003,1.2,90686.0,104.0,17849.19
2020,3.2,129453.0,278.0,53405.2
2019,2.8,157951.0,243.0,48043.28
2009,3.4,89577.0,295.0,56533.01
2019,1.3,145850.0,113.0,24336.62
2016,2.9,76648.0,252.0,50646.41
2009,2.3,86309.0,200.0,37570.49
2018,2.6,175579.0,226.0,44001.53
2005,2.3,150687.0,200.0,35666.2
2010,2.9,25658.0,252.0,49546.72
2023,2.4,101289.0,208.0,42692.63
2011,1.7,144485.0,148.0,29019.28
2020,2.6,126943.0,226.0,43206.63
1998,2.3,150910.0,200.0,33537.2
1995,2.4,125799.0,208.0,33019.99
2002,0.8,113370.0,69.0,10668.86
2011,3.0,111842.0,261.0,47184.06
1997,2.2,174559.0,191.0,30278.26
2023,1.4,154747.0,122.0,25993.07
2014,3.2,140237.0,278.0,52512.97
2009,3.0,124442.0,261.0,47832.95
2009,2.2,92559.0,191.0,38416.51
2018,1.6,104662.0,139.0,29609.53
2016,2.6,173234.0,226.0,42839.5
2008,2.6,168525.0,226.0,43930.17
2020,3.2,87571.0,278.0,53987.04
2022,2.1,124996.0,182.0,37339.12
2017,3.5,144923.0,304.0,59407.76
2008,2.1,141659.0,182.0,31370.44
2018,1.4,141274.0,122.0,28524.67
1996,1.6,64396.0,139.0,23732.47
2007,2.5,61426.0,217.0,39415.47
2020,2.4,178510.0,208.0,42253.89
2008,2.8,195451.0,243.0,41958.78
2021,2.4,45924.0,208.0,47776.35
2018,3.3,118612.0,287.0,55184.69
2013,2.3,160703.0,200.0,37545.76
2001,0.9,9811.0,78.0,15377.37
1997,2.4,66333.0,208.0,36113.29
2009,0.9,115390.0,78.0,15709.33
2017,2.7,90138.0,235.0,49111.95
2008,3.3,130457.0,287.0,52299.24
2005,1.7,193524.0,148.0,26571.32
2009,3.6,77360.0,313.0,58072.35
2022,3.2,122514.0,278.0,53750.88
2007,3.5,102760.0,304.0,55818.99
2012,2.7,126818.0,235.0,47194.41
2020,1.7,120290.0,148.0,29432.76
2000,3.1,251860.0,269.0,43960.13
1997,2.0,194479.0,174.0,30229.01
2013,2.6,40953.0,226.0,43325.11
2009,2.4,74993.0,208.0,41629.8
2019,3.4,81107.0,295.0,59526.05
2017,3.1,58286.0,269.0,50573.66
1999,2.4,51582.0,208.0,39604.22
2022,0.9,111082.0,78.0,19076.35
2004,2.0,83016.0,174.0,32898.68
2001,3.1,75460.0,269.0,49972.13
2019,2.7,221024.0,235.0,46108.43
2011,1.3,86456.0,113.0,20571.48
2001,1.1,97842.0,96.0,20979.75
2016,2.7,157073.0,235.0,47276.5
2020,1.7,97674.0,148.0,34210.7
2006,1.7,61716.0,148.0,29547.63
2019,3.0,107103.0,261.0,50244.76
2011,3.5,220437.0,304.0,51106.89
2007,1.9,95928.0,165.0,27953.72
2014,2.5,74412.0,217.0,44139.67
2019,2.4,141012.0,208.0,43203.47
1998,2.4,104704.0,208.0,35558.14
2004,2.5,256950.0,217.0,34269.3
1997,3.1,80655.0,269.0,46731.07
2003,2.0,206687.0,174.0,27443.45
2007,1.3,178169.0,113.0,20145.38
2012,3.9,100933.0,339.0,61278.11
2009,3.4,119824.0,295.0,54915.52
1998,1.6,68506.0,139.0,27189.1
2009,2.6,93078.0,226.0,43441.16
2016,3.3,100578.0,287.0,54721.77
1996,3.1,127893.0,269.0,47063.74
2009,2.9,49366.0,252.0,48077.73
2002,2.4,135574.0,208.0,38054.11
2002,3.9,112707.0,339.0,58100.82
2011,2.7,139905.0,235.0,42365.39
2006,2.1,147365.0,182.0,30560.82
2013,3.2,108703.0,278.0,51294.36
2004,2.6,144410.0,226.0,41576.67
2003,2.8,115641.0,243.0,41254.72
1999,2.7,157174.0,235.0,34728.95
2000,2.9,135806.0,252.0,42304.47
2014,1.7,129052.0,148.0,27158.44
2020,1.3,114878.0,113.0,24608.87
1996,3.6,184791.0,313.0,55446.87
2021,2.7,140259.0,235.0,44591.89
2018,3.1,53927.0,269.0,54840.56
2021,1.1,96402.0,96.0,23278.87
2007,3.4,108571.0,295.0,54123.64
2000,2.1,119944.0,182.0,30419.86
1999,1.9,128835.0,165.0,30284.13
2019,2.4,72789.0,208.0,43695.73
1995,1.7,116600.0,148.0,25033.01
2015,2.5,104294.0,217.0,42585.64
2016,2.4,174237.0,208.0,41864.45
2015,3.3,70246.0,287.0,56477.25
2000,3.7,119131.0,321.0,56250.94
2000,3.7,85731.0,321.0,57666.97
2017,0.8,213150.0,69.0,11089.3
2010,1.8,182831.0,156.0,28708.68
1998,0.8,37882.0,69.0,13255.0
2005,1.5,80189.0,130.0,27290.31
2018,2.0,163546.0,174.0,32923.36
2017,2.8,142864.0,243.0,46905.55
2003,2.1,141297.0,182.0,35641.02
2017,2.1,129543.0,182.0,36241.93
1997,2.6,167560.0,226.0,34262.41
2013,1.1,159049.0,96.0,23788.09
2002,1.8,105472.0,156.0,26476.69
1999,2.1,60037.0,182.0,30587.97
1998,2.3,35497.0,200.0,34093.2
2018,2.6,114818.0,226.0,46024.55
2000,3.7,28005.0,321.0,60430.72
1996,3.2,132550.0,278.0,50037.41
2014,1.9,104598.0,165.0,33110.73
2022,2.3,217196.0,200.0,36682.23
2005,2.2,137156.0,191.0,32909.15
1998,2.1,118539.0,182.0,30941.41
2009,2.7,39192.0,235.0,45307.24
2000,1.0,56884.0,87.0,19214.61
2016,3.2,154068.0,278.0,49332.12
2011,3.9,104345.0,339.0,60055.6
2018,2.3,246769.0,200.0,36081.5
2000,2.3,115847.0,200.0,35381.37
2013,2.6,128446.0,226.0,41836.05
2019,3.3,54155.0,287.0,55919.51
1996,2.2,167372.0,191.0,32925.25
2009,3.2,73714.0,278.0,52862.33
2005,2.9,146221.0,252.0,42398.2
2002,4.4,160590.0,382.0,64581.46
2020,2.2,124760.0,191.0,39899.08
2013,0.9,207849.0,78.0,12572.52
2007,1.4,89465.0,122.0,24937.84
2006,2.5,203777.0,217.0,36460.91
1999,3.3,56453.0,287.0,51634.63
2000,2.0,159951.0,174.0,29256.91
2020,2.3,112879.0,200.0,38484.01
2016,3.0,84593.0,261.0,49517.49
1998,1.7,36936.0,148.0,29952.0
2013,2.0,106967.0,174.0,39012.27
2014,1.6,103809.0,139.0,25105.75
1995,3.4,128645.0,295.0,51352.53
2014,3.7,156241.0,321.0,59353.12
2011,1.2,79577.0,104.0,26433.33
2006,2.4,207913.0,208.0,34375.91
2009,3.6,93073.0,313.0,59270.84
1995,2.8,150110.0,243.0,39113.09
2020,2.1,124508.0,182.0,39884.69
2008,1.3,110065.0,113.0,26763.12
2000,3.4,122003.0,295.0,51361.95
1999,2.8,72986.0,243.0,40609.08
2005,1.3,100622.0,113.0,24309.33
1998,3.5,53012.0,304.0,54777.81
2007,1.2,92536.0,104.0,21494.05
2005,2.3,96667.0,200.0,39799.01
1997,2.3,162261.0,200.0,30282.95
1995,3.8,103404.0,330.0,54528.21
2000,2.3,97596.0,200.0,36297.35
2012,2.3,131002.0,200.0,36379.16
2018,1.4,129043.0,122.0,25574.11
2004,2.0,90448.0,174.0,34540.81
1999,1.8,139711.0,156.0,26999.73
2017,1.9,111068.0,165.0,31457.29
2004,2.5,90367.0,217.0,40259.42
2006,0.8,95226.0,69.0,16797.46
1996,1.3,167468.0,113.0,17418.39
2007,2.4,96729.0,208.0,40374.55
2002,2.6,133056.0,226.0,38269.67
1996,2.3,55880.0,200.0,35493.4
2014,2.5,175765.0,217.0,37110.0
1995,2.2,90850.0,191.0,33490.48
1999,2.5,140014.0,217.0,37396.35
2003,2.8,107422.0,243.0,40627.48
2011,2.8,139442.0,243.0,47832.44
2003,1.9,142172.0,165.0,29963.27
2005,3.2,112767.0,278.0,48336.23
2009,2.6,26702.0,226.0,45430.68
2018,3.5,174551.0,304.0,54575.64
2000,3.6,113005.0,313.0,52573.23
2017,1.3,138400.0,113.0,22158.82
1997,1.8,154586.0,156.0,23137.92
2011,3.2,97141.0,278.0,52795.66
1999,1.2,145857.0,104.0,17165.99
2022,3.6,82620.0,313.0,63137.53
2006,2.2,139377.0,191.0,28652.97
2012,3.0,120985.0,261.0,47878.73
2008,2.4,98875.0,208.0,38121.37
2015,1.4,122350.0,122.0,25582.23
2018,3.3,67240.0,287.0,56387.21
2005,4.7,135452.0,408.0,72098.7
2003,2.1,140641.0,182.0,31987.71
1996,2.2,137282.0,191.0,30428.23
2006,0.8,195109.0,69.0,10970.67
1997,3.6,115251.0,313.0,53202.53
1997,3.2,118694.0,278.0,48179.57
1995,1.1,61487.0,96.0,16700.71
2002,0.8,198623.0,69.0,8909.7
2016,0.9,45093.0,78.0,18472.73
2022,3.0,131428.0,261.0,52415.04
2023,3.1,89261.0,269.0,55686.36
2002,1.8,123116.0,156.0,29599.44
2005,2.9,54597.0,252.0,45724.54
2003,2.6,164583.0,226.0,35043.58
1999,2.2,72241.0,191.0,34669.31
2008,3.3,178313.0,287.0,49067.22
2022,1.5,73619.0,130.0,30014.1
1997,3.4,168761.0,295.0,49138.77
2015,1.9,78452.0,165.0,35154.78
1999,3.9,89270.0,339.0,60857.74
1999,1.7,119908.0,148.0,27578.57
2013,2.2,77604.0,191.0,40607.76
2021,2.5,76131.0,217.0,45114.82
2008,2.5,78183.0,217.0,37577.06
2020,2.9,135943.0,252.0,47910.92
1998,1.5,119978.0,130.0,24653.76
2019,2.5,122632.0,217.0,43417.29
2007,2.6,103768.0,226.0,45908.03
2004,2.1,147435.0,182.0,31178.69
2019,2.8,172503.0,243.0,50972.52
2012,1.4,148781.0,122.0,23899.29
2002,2.2,109551.0,191.0,33014.16
2002,1.9,58961.0,165.0,29221.66
2001,2.2,21146.0,191.0,37129.95
2002,3.7,116757.0,321.0,53343.62
2008,3.7,20340.0,321.0,59331.3
2013,3.5,110035.0,304.0,56586.15
2023,2.1,190131.0,182.0,32031.15
2000,3.2,62326.0,278.0,49314.23
1995,2.6,55695.0,226.0,42619.36
2017,2.5,151847.0,217.0,42637.95
2009,2.4,0.0,208.0,40383.91
1995,3.9,139090.0,339.0,55643.92
